user_id,gender,daily_screen_time_hours,addiction_risk_level
15359,Female,3.86,Low
6517,Female,6.45,Low
4050,Female,6.88,Low
4391,Female,8.68,Low
2285,Other,6.57,Low
11342,Other,6.44,Low
223,Female,6.11,Low
19777,Female,7.91,Low
7314,Male,5.86,Low
14558,Other,5.54,Low
11483,Other,8.39,Low
5069,Male,6.42,Low
9641,Female,4.56,Low
24607,Other,8.89,Low
18152,Male,5.01,Low
22358,Male,7.42,Low
21297,Other,8.4,Low
1348,Other,6.91,Low
19565,Female,4.32,Low
6942,Other,4.55,Low
15070,Male,5.59,Low
19556,Other,5.91,Low
20245,Female,8.63,Low
3381,Female,0.55,Low
1493,Male,4.74,Low
22322,Male,5.03,Low
21016,Male,8.28,Low
23816,Male,4.51,Low
10958,Female,7.71,Low
16281,Other,7.02,Low
13072,Female,5.84,Low
15830,Other,7.06,Low
15147,Other,3.97,Low
18602,Other,5.55,Low
10536,Female,4.7,Low
16241,Female,7.77,Low
8795,Female,6.07,Low
6882,Other,7.32,Low
14400,Other,4.87,Low
18210,Other,5.76,Low
6641,Other,5.37,Low
12950,Female,3.06,Low
12095,Female,5.2,Low
5046,Male,2.92,Low
14256,Other,5.05,Low
13013,Other,8.25,Low
12909,Female,5.05,Low
9775,Other,6.6,Low
9876,Other,7.03,Low
19251,Female,4.64,Low
3902,Male,5.83,Low
8889,Other,6.42,Low
22292,Other,7.85,Low
33,Female,5.99,Low
20575,Female,3.5,Low
9521,Male,7.73,Low
2456,Female,6.25,Low
7783,Male,3.82,Low
4554,Male,8.76,Low
181,Male,2.39,Low
7796,Other,5.87,Low
24430,Other,9.41,Low
19947,Male,2.41,Low
6017,Male,5.14,Low
18204,Other,8.3,Low
4678,Other,4.97,Low
21865,Male,7.64,Low
23442,Female,7.79,Low
4540,Female,5.42,Low
5722,Female,7.04,Low
17107,Female,3.5,Low
15713,Other,6.88,Low
14798,Other,3.28,Low
17632,Other,4.34,Low
17535,Other,4.38,Low
5309,Female,5.06,Low
17774,Female,1.94,Low
13259,Other,6.64,Low
6837,Male,5.09,Low
5720,Male,7.65,Low
20581,Other,8.83,Low
15243,Female,3.66,Low
9687,Male,7.66,Low
9409,Female,5.22,Low
17094,Female,6.53,Low
18953,Female,6.8,Low
16454,Female,4.79,Low
22389,Other,5.98,Low
16566,Male,5.14,Low
16745,Male,4.93,Low
12247,Other,3.53,Low
18937,Male,8.51,Low
10546,Female,9.78,Low
21345,Male,5.81,Low
13522,Other,6.19,Low
13300,Male,5.25,Low
4058,Other,1.74,Low
8082,Other,3.97,Low
18772,Male,6.37,Low
24482,Male,3.73,Low
9322,Male,3.21,Low
11554,Female,4.23,Low
2771,Other,5.74,Low
21633,Female,9.76,Low
814,Male,7.27,Low
23866,Other,5.55,Low
24785,Female,7.29,Low
7833,Female,4.75,Low
21713,Male,4.89,Low
11600,Male,5.93,Low
16094,Male,10.07,Low
18948,Female,6.27,Low
4478,Female,7.34,Low
13114,Female,1.99,Low
13883,Female,5.27,Low
3596,Male,6.21,Low
10730,Other,6.82,Low
24970,Male,3.26,Low
10238,Female,4.9,Low
21885,Male,9.37,Low
22949,Male,10.79,Low
17697,Other,7.35,Low
2098,Female,6.41,Low
22827,Male,0.5,Low
19756,Female,6.28,Low
6172,Other,5.74,Low
3213,Female,7.45,Low
2177,Other,7.22,Low
19119,Male,5.7,Low
4712,Male,6.78,Low
23181,Female,7.76,Low
12683,Other,5.43,Low
4423,Female,5.72,Low
18439,Male,5.27,Low
3443,Male,9.45,Low
4432,Male,7.83,Low
7294,Male,7.39,Low
1182,Other,7.02,Low
23776,Other,7.94,Low
21447,Male,3.52,Low
8469,Other,5.39,Low
1117,Male,6.6,Low
21451,Other,5.7,Low
22446,Male,6.23,Low
9179,Female,5.61,Low
6196,Male,3.94,Low
5919,Female,6.41,Low
1824,Female,7.68,Low
13494,Male,5.1,Low
16512,Female,5.87,Low
9208,Male,6.96,Low
20209,Other,10.16,Low
16056,Female,2.68,Low
6725,Other,5.51,Low
24007,Other,6.77,Low
3147,Other,6.8,Low
23542,Other,6.2,Low
12759,Other,9.79,Low
5713,Female,5.97,Low
4301,Female,5.42,Low
7522,Female,6.16,Low
5,Female,6.73,Low
10186,Female,8.3,Low
9186,Other,2.41,Low
17208,Male,6.59,Low
14580,Female,4.38,Low
15744,Male,5.36,Low
24417,Female,7.59,Low
16823,Other,6.4,Low
8574,Female,4.75,Low
12275,Female,6.66,Low
18670,Male,7.24,Low
22986,Female,5.6,Low
11160,Female,7.69,Low
20152,Male,7.92,Low
626,Male,3.46,Low
24810,Female,5.38,Low
3929,Female,4.43,Low
10934,Male,5.83,Low
4216,Male,7.74,Low
13892,Female,3.41,Low
10786,Male,5.84,Low
6359,Other,6.58,Low
24076,Female,7.25,Low
13775,Male,2.83,Low
5110,Female,6.45,Low
4468,Other,4.49,Low
22934,Male,7.8,Low
21726,Female,8.43,Low
8506,Other,1.6,Low
12379,Female,8.26,Low
17992,Male,6.27,Low
412,Male,7.4,Low
6687,Female,7.55,Low
24117,Male,5.59,Low
14578,Other,3.36,Low
12964,Male,5.99,Low
1710,Female,6.1,Low
9547,Female,5.17,Low
3544,Other,5.3,Low
18104,Female,5.18,Low
11382,Male,3.41,Low
13833,Male,6.18,Low
14297,Female,4.74,Low
5641,Male,7.01,Low
20773,Other,4.83,Low
22551,Male,8.04,Low
11946,Male,3.48,Low
12710,Male,3.62,Low
428,Female,4.31,Low
6393,Male,8.57,Low
22697,Female,4.4,Low
13986,Female,4.41,Low
11947,Other,5.3,Low
15301,Other,4.19,Low
23772,Other,7.83,Low
17077,Female,7.45,Low
18284,Other,8.99,Low
16188,Male,5.13,Low
17657,Female,6.6,Low
2667,Male,7.93,Low
23186,Other,4.28,Low
16301,Male,3.02,Low
7970,Male,8.72,Low
15412,Other,4.23,Low
8832,Other,2.55,Low
5308,Male,3.36,Low
5317,Other,6.85,Low
19445,Other,7.92,Low
944,Other,6.06,Low
22157,Male,4.33,Low
7607,Male,5.31,Low
106,Other,1.05,Low
1745,Female,3.3,Low
17644,Male,5.65,Low
23172,Male,7.59,Low
15875,Other,4.74,Low
20467,Other,4.31,Low
20418,Male,6.93,Low
22693,Male,6.91,Low
16621,Male,7.32,Low
8041,Other,6.52,Low
3830,Other,8.16,Low
23948,Other,4.78,Low
22475,Female,6.33,Low
17714,Male,5.57,Low
8921,Other,5.11,Low
19050,Other,6.54,Low
10870,Male,4.28,Low
10719,Female,6.4,Low
17103,Other,6.14,Low
13288,Female,6.3,Low
816,Other,7.4,Low
13045,Other,7.13,Low
3742,Other,4.45,Low
12838,Female,6.26,Low
15567,Female,8.2,Low
24947,Male,6.9,Low
3054,Male,2.6,Low
16419,Other,7.89,Low
8937,Female,8.68,Low
10378,Other,7.05,Low
15488,Female,7.59,Low
10436,Female,5.42,Low
2092,Male,7.71,Low
13856,Other,7.11,Low
1674,Female,6.52,Low
15116,Female,7.66,Low
24370,Male,8.83,Low
9461,Male,5.55,Low
18788,Female,6.19,Low
24984,Male,2.69,Low
15841,Male,5.05,Low
12972,Male,5.8,Low
21726,Male,5.37,Low
6715,Male,4.3,Low
20428,Male,7.05,Low
563,Male,6.95,Low
13487,Female,6.07,Low
6684,Male,6.74,Low
7164,Other,5.84,Low
1575,Male,5.02,Low
22740,Other,4.41,Low
14086,Male,6.91,Low
6929,Other,7.03,Low
18176,Male,7.46,Low
1440,Other,6.14,Low
20716,Male,5.89,Low
8815,Female,6.86,Low
4569,Male,5.9,Low
6596,Female,7.0,Low
11625,Female,10.12,Low
18623,Male,5.2,Low
12855,Female,3.99,Low
18869,Male,9.09,Low
21234,Male,7.9,Low
8798,Female,7.86,Low
11765,Male,6.31,Low
9615,Male,7.19,Low
15311,Male,5.42,Low
2381,Female,5.31,Low
11283,Female,6.99,Low
3601,Other,8.73,Low
13412,Other,2.45,Low
17996,Other,7.28,Low
23709,Male,8.38,Low
24667,Male,8.77,Low
24304,Female,4.66,Low
11533,Male,3.4,Low
4206,Female,6.38,Low
16033,Female,7.45,Low
15127,Other,4.66,Low
2815,Other,7.4,Low
21811,Female,7.01,Low
7588,Other,5.99,Low
17578,Male,6.21,Low
8752,Female,6.13,Low
8945,Other,5.95,Low
16211,Female,5.66,Low
9464,Female,8.91,Low
21595,Other,7.21,Low
20124,Other,5.85,Low
4910,Other,8.87,Low
18803,Other,4.21,Low
15916,Other,9.58,Low
11989,Other,5.25,Low
9956,Male,6.48,Low
3001,Female,5.56,Low
16864,Female,9.85,Low
462,Other,7.54,Low
7996,Male,4.49,Low
3125,Male,8.1,Low
14734,Other,5.78,Low
5865,Other,5.67,Low
1903,Female,6.91,Low
3402,Male,5.97,Low
13090,Male,7.07,Low
22017,Other,4.71,Low
2736,Female,9.13,Low
1007,Female,4.95,Low
19829,Other,10.03,Low
13541,Female,9.16,Low
12391,Male,5.57,Low
24963,Female,4.09,Low
12016,Male,6.9,Low
4718,Female,8.6,Low
24142,Female,11.03,Low
7979,Other,5.36,Low
1580,Female,6.29,Low
21898,Female,6.18,Low
5761,Female,6.27,Low
9359,Male,5.21,Low
17531,Other,2.87,Low
22898,Other,6.48,Low
3623,Male,4.8,Low
2993,Female,8.66,Low
20992,Male,6.55,Low
9804,Other,4.51,Low
18092,Male,6.69,Low
20876,Other,6.14,Low
10124,Female,4.33,Low
6297,Other,3.73,Low
19690,Other,5.1,Low
2536,Female,3.88,Low
13921,Other,5.07,Low
6225,Female,7.56,Low
2228,Male,5.68,Low
21329,Female,6.55,Low
9390,Other,4.35,Low
3859,Other,2.7,Low
15154,Other,7.64,Low
961,Other,6.41,Low
2831,Male,5.81,Low
22285,Other,5.66,Low
17553,Other,8.4,Low
1115,Male,7.31,Low
22814,Female,5.12,Low
21891,Male,5.47,Low
2485,Other,1.09,Low
10412,Female,8.22,Low
12826,Male,7.25,Low
5086,Female,7.0,Low
19221,Male,7.24,Low
19779,Female,2.57,Low
20002,Male,7.44,Low
8665,Male,7.81,Low
23490,Other,7.98,Low
6769,Male,3.79,Low
17353,Other,9.31,Low
398,Female,4.45,Low
18219,Other,6.73,Low
10057,Male,7.23,Low
5872,Male,7.45,Low
1054,Female,5.88,Low
22753,Other,5.28,Low
140,Other,7.03,Low
3992,Male,9.8,Low
21602,Male,7.81,Low
6982,Other,5.51,Low
7723,Female,4.36,Low
5186,Other,5.67,Low
3776,Female,8.33,Low
16593,Male,5.12,Low
14125,Other,5.88,Low
7865,Male,6.12,Low
17387,Female,2.81,Low
11319,Other,8.49,Low
13419,Other,6.38,Low
6638,Other,4.67,Low
23383,Female,4.56,Low
17506,Other,4.83,Low
13286,Other,7.49,Low
9776,Other,3.14,Low
5437,Female,8.01,Low
24126,Female,6.24,Low
24868,Male,8.44,Low
2243,Female,4.17,Low
7668,Male,8.17,Low
16703,Male,4.82,Low
7279,Male,4.11,Low
24963,Female,6.93,Low
89,Female,5.79,Low
2614,Male,4.37,Low
14365,Male,7.41,Low
24316,Female,3.32,Low
16916,Male,8.16,Low
12288,Other,4.48,Low
21550,Male,6.92,Low
16890,Female,6.92,Low
24286,Female,6.37,Low
21198,Female,10.16,Low
14989,Other,4.96,Low
8355,Other,7.69,Low
1913,Male,0.8,Low
11901,Female,9.45,Low
7980,Other,8.11,Low
11506,Male,5.31,Low
5649,Female,8.4,Low
17148,Other,5.38,Low
20092,Other,6.22,Low
14559,Male,7.56,Low
461,Other,6.55,Low
13183,Female,7.02,Low
16590,Male,7.8,Low
7483,Other,3.95,Low
389,Male,4.33,Low
3362,Female,4.98,Low
3256,Other,5.47,Low
12511,Female,7.43,Low
13516,Male,7.43,Low
15653,Male,5.59,Low
18636,Female,6.11,Low
9154,Other,6.87,Low
9999,Male,3.65,Low
4738,Male,7.45,Low
21819,Female,8.16,Low
8444,Female,7.2,Low
2482,Male,6.13,Low
23278,Female,5.16,Low
14479,Female,6.66,Low
23264,Male,8.3,Low
24018,Other,3.4,Low
18503,Male,3.25,Low
22888,Female,5.61,Low
6904,Male,6.01,Low
16216,Female,6.63,Low
4364,Male,9.17,Low
17704,Other,10.19,Low
19010,Male,6.04,Low
9147,Male,1.56,Low
15798,Female,10.82,Low
17680,Female,9.01,Low
23301,Male,6.75,Low
15669,Male,3.7,Low
14800,Other,7.97,Low
20848,Female,3.46,Low
2281,Female,6.4,Low
22052,Female,3.82,Low
17871,Female,3.3,Low
12156,Other,5.04,Low
16443,Female,9.04,Low
7743,Male,4.97,Low
10854,Other,6.98,Low
604,Male,7.5,Low
23579,Male,5.13,Low
15522,Male,5.71,Low
15792,Female,8.02,Low
13753,Male,3.84,Low
23148,Male,6.19,Low
8775,Female,8.31,Low
7869,Male,6.73,Low
20126,Female,2.71,Low
17098,Other,8.46,Low
16122,Other,7.06,Low
10334,Male,5.51,Low
20098,Male,5.1,Low
24353,Other,8.44,Low
17833,Male,12.18,Low
22597,Other,7.41,Low
9808,Other,7.35,Low
8740,Male,6.12,Low
1180,Female,5.55,Low
19743,Other,4.74,Low
17787,Female,4.14,Low
15140,Male,4.43,Low
21679,Female,5.69,Low
4106,Female,7.19,Low
5970,Male,4.07,Low
14390,Male,3.65,Low
12565,Other,8.76,Low
19575,Male,4.6,Low
12053,Female,4.39,Low
2536,Female,6.59,Low
13939,Female,6.72,Low
1787,Other,5.11,Low
14078,Male,5.41,Low
24007,Other,7.46,Low
11312,Other,5.89,Low
4385,Female,7.66,Low
5988,Other,8.41,Low
1591,Other,8.89,Low
10729,Other,8.81,Low
16916,Male,7.02,Low
15596,Male,6.87,Low
6473,Male,6.51,Low
7523,Other,9.55,Low
23461,Other,7.07,Low
2680,Other,5.96,Low
23904,Other,8.86,Low
16994,Male,8.38,Low
7147,Other,6.54,Low
21203,Male,7.57,Low
14068,Female,7.24,Low
23807,Other,5.46,Low
3404,Other,5.14,Low
18327,Other,7.04,Low
17067,Male,7.19,Low
1540,Other,4.66,Low
6762,Male,10.59,Low
10895,Other,6.16,Low
23251,Female,4.46,Low
10571,Other,5.8,Low
17605,Female,5.9,Low
5624,Female,4.65,Low
15514,Other,4.86,Low
2460,Female,5.63,Low
20520,Male,6.02,Low
24463,Other,6.14,Low
578,Other,8.96,Low
15008,Other,2.03,Low
19128,Female,4.79,Low
9597,Female,7.45,Low
17996,Male,8.12,Low
12778,Male,6.16,Low
8116,Male,9.83,Low
18054,Female,4.17,Low
13567,Male,9.11,Low
4287,Other,5.39,Low
3454,Female,6.99,Low
24369,Male,7.26,Low
12557,Female,9.8,Low
5134,Male,7.11,Low
15081,Male,4.42,Low
19690,Male,7.1,Low
2122,Other,4.9,Low
9311,Male,5.97,Low
1168,Female,8.94,Low
21874,Male,4.98,Low
6844,Male,5.48,Low
17697,Male,9.01,Low
24015,Other,7.14,Low
6062,Female,2.66,Low
10866,Male,4.23,Low
5780,Female,5.26,Low
8783,Female,6.98,Low
4712,Female,5.85,Low
10498,Male,9.98,Low
2069,Female,3.29,Low
18989,Other,7.83,Low
24736,Male,6.08,Low
14538,Male,5.47,Low
12485,Other,6.07,Low
20829,Female,8.04,Low
12121,Male,5.56,Low
24258,Male,6.45,Low
21100,Female,7.97,Low
14266,Male,8.13,Low
5783,Male,5.06,Low
3119,Female,6.14,Low
5283,Other,6.28,Low
7718,Other,2.91,Low
1339,Female,8.45,Low
11735,Male,8.2,Low
2662,Female,8.68,Low
9049,Other,6.37,Low
21721,Female,6.8,Low
1112,Female,6.08,Low
1369,Male,6.81,Low
2959,Male,6.57,Low
24075,Female,6.7,Low
24873,Other,4.4,Low
8685,Male,7.09,Low
9135,Male,7.07,Low
3938,Other,6.62,Low
32,Other,4.4,Low
4066,Other,6.8,Low
23001,Other,6.91,Low
21140,Female,5.66,Low
14290,Other,7.52,Low
4534,Other,7.98,Low
12073,Other,7.14,Low
10027,Male,4.65,Low
22239,Other,6.52,Low
15503,Female,6.92,Low
5476,Male,9.13,Low
2984,Other,3.57,Low
11371,Male,4.62,Low
3897,Female,1.87,Low
6784,Male,5.35,Low
5056,Other,1.18,Low
1564,Other,3.06,Low
8556,Other,9.73,Low
8537,Other,3.06,Low
14866,Other,5.89,Low
6689,Other,5.73,Low
19825,Male,3.36,Low
4130,Female,8.18,Low
4671,Female,4.15,Low
8241,Male,4.62,Low
13268,Male,6.8,Low
6550,Other,7.1,Low
219,Male,6.67,Low
21157,Male,10.59,Low
6306,Female,5.75,Low
22674,Male,4.58,Low
22118,Other,6.35,Low
4992,Male,6.78,Low
14726,Male,4.8,Low
11903,Female,5.13,Low
1078,Female,7.18,Low
12081,Male,8.16,Low
11525,Male,8.05,Low
12540,Other,7.52,Low
18896,Female,8.74,Low
24292,Female,5.27,Low
17300,Female,8.12,Low
5744,Male,7.11,Low
4667,Female,8.46,Low
23942,Other,9.95,Low
10454,Male,2.13,Low
10377,Male,6.8,Low
3912,Male,5.4,Low
3503,Male,6.92,Low
23337,Female,4.68,Low
11400,Female,5.03,Low
10591,Female,5.29,Low
11559,Female,4.68,Low
11609,Other,7.64,Low
16050,Other,4.39,Low
18604,Female,9.61,Low
24149,Female,7.01,Low
6537,Other,9.12,Low
20607,Female,4.84,Low
17972,Other,7.21,Low
3358,Male,6.1,Low
15540,Other,4.16,Low
19893,Female,5.82,Low
22767,Other,6.68,Low
2522,Other,4.64,Low
14853,Other,8.07,Low
15600,Female,2.67,Low
19872,Other,4.8,Low
7094,Female,1.51,Low
24160,Other,5.63,Low
2914,Other,4.86,Low
8546,Male,5.39,Low
4658,Other,6.48,Low
6652,Male,3.89,Low
13716,Male,5.34,Low
14427,Male,2.54,Low
14905,Other,7.19,Low
20714,Male,7.47,Low
12387,Other,1.65,Low
1802,Female,6.56,Low
669,Female,4.87,Low
14355,Other,6.16,Low
10200,Female,7.74,Low
12783,Female,9.14,Low
9031,Female,5.59,Low
19966,Female,4.8,Low
10207,Female,7.16,Low
4436,Male,9.36,Low
23934,Female,6.42,Low
11301,Female,5.3,Low
2959,Male,2.49,Low
9153,Female,3.25,Low
21778,Other,7.02,Low
21646,Female,5.44,Low
19520,Other,7.74,Low
18688,Other,4.83,Low
5383,Female,7.47,Low
685,Female,4.71,Low
21546,Other,9.59,Low
4719,Female,7.77,Low
11104,Other,6.01,Low
7381,Female,4.24,Low
22893,Male,5.83,Low
3022,Female,6.75,Low
2799,Female,3.99,Low
12350,Female,8.76,Low
13708,Female,7.54,Low
13084,Male,5.49,Low
4703,Female,3.67,Low
4010,Other,4.5,Low
21769,Other,0.5,Low
3986,Female,8.86,Low
23779,Male,3.26,Low
24014,Other,5.34,Low
16595,Male,6.91,Low
4110,Other,4.51,Low
7474,Female,5.96,Low
20997,Other,7.25,Low
11156,Male,4.01,Low
17305,Female,3.24,Low
9307,Female,7.33,Low
12046,Other,6.95,Low
17222,Other,8.04,Low
2684,Female,4.36,Low
7158,Male,5.94,Low
12550,Male,6.33,Low
15745,Female,5.21,Low
14129,Other,3.1,Low
22334,Female,6.18,Low
20273,Male,9.72,Low
9960,Female,1.14,Low
23820,Male,5.85,Low
9145,Other,6.1,Low
16290,Female,5.99,Low
14137,Female,7.85,Low
3367,Female,3.15,Low
9176,Female,4.14,Low
10673,Male,3.53,Low
24103,Male,6.33,Low
14021,Female,6.54,Low
19353,Other,6.4,Low
3359,Male,6.13,Low
2688,Other,3.58,Low
16832,Other,6.13,Low
767,Male,7.99,Low
18850,Female,8.41,Low
8392,Female,3.56,Low
20199,Female,8.22,Low
20091,Other,8.9,Low
441,Male,6.98,Low
11349,Other,4.9,Low
20185,Other,5.53,Low
10140,Male,6.18,Low
22851,Other,8.31,Low
23376,Female,3.36,Low
24969,Male,11.15,Low
15565,Male,7.26,Low
3125,Male,9.49,Low
1082,Female,8.09,Low
21210,Male,6.21,Low
4124,Female,8.8,Low
8481,Female,5.94,Low
22100,Other,8.27,Low
15422,Female,5.65,Low
23580,Other,4.36,Low
5882,Male,2.24,Low
17294,Other,5.98,Low
23034,Female,9.33,Low
21256,Male,4.38,Low
13932,Other,6.05,Low
15592,Other,3.74,Low
21603,Male,4.24,Low
23963,Other,9.14,Low
9063,Other,9.11,Low
22102,Female,7.44,Low
14011,Male,8.0,Low
833,Other,10.79,Low
13169,Other,5.79,Low
1510,Male,4.71,Low
10835,Male,1.68,Low
6678,Female,4.15,Low
2314,Male,7.19,Low
17304,Female,8.39,Low
20118,Male,6.32,Low
1766,Male,7.6,Low
9600,Male,6.71,Low
6737,Male,6.74,Low
14820,Other,9.39,Low
11446,Other,7.12,Low
10394,Male,6.98,Low
17985,Female,3.16,Low
672,Female,4.79,Low
3835,Other,6.17,Low
18206,Other,7.55,Low
3949,Other,6.78,Low
16419,Other,3.34,Low
20596,Other,6.22,Low
24439,Male,5.72,Low
1331,Female,6.26,Low
8293,Other,10.25,Low
10014,Male,2.79,Low
11728,Female,6.74,Low
21841,Female,3.69,Low
17148,Female,8.44,Low
8745,Female,5.12,Low
12969,Female,0.5,Low
24592,Male,2.46,Low
18796,Other,7.62,Low
20687,Male,7.25,Low
5923,Other,6.15,Low
2095,Male,5.37,Low
4274,Female,2.94,Low
15737,Female,11.75,Low
11949,Male,4.39,Low
3084,Female,3.77,Low
12128,Female,5.31,Low
24766,Male,0.73,Low
6888,Male,5.41,Low
1496,Female,5.71,Low
6779,Female,7.28,Low
7020,Male,4.24,Low
22775,Other,5.96,Low
2554,Other,5.8,Low
5866,Other,4.9,Low
664,Male,4.0,Low
1584,Other,5.8,Low
5878,Male,7.97,Low
9376,Other,4.84,Low
5904,Other,5.68,Low
2424,Male,5.5,Low
24825,Male,5.29,Low
10337,Male,4.11,Low
9584,Female,7.21,Low
10929,Male,3.49,Low
10605,Male,5.84,Low
15349,Other,5.6,Low
6560,Other,4.17,Low
19912,Female,7.25,Low
24258,Other,7.27,Low
14775,Other,7.46,Low
19226,Female,5.58,Low
14178,Male,2.56,Low
3773,Female,2.88,Low
7198,Male,7.54,Low
18433,Male,3.29,Low
7879,Other,5.74,Low
1016,Female,6.14,Low
13502,Other,3.12,Low
7097,Other,8.72,Low
17438,Other,7.2,Low
3769,Male,8.31,Low
4348,Male,9.03,Low
9953,Other,7.38,Low
5722,Male,6.16,Low
24806,Male,2.13,Low
18510,Male,4.45,Low
1232,Male,6.42,Low
731,Male,5.75,Low
6659,Other,8.41,Low
22649,Male,5.44,Low
17693,Female,6.24,Low
10873,Male,6.7,Low
11013,Other,5.52,Low
7338,Female,4.25,Low
1533,Male,4.26,Low
19979,Female,2.47,Low
10941,Other,8.46,Low
13025,Other,5.46,Low
13704,Female,5.57,Low
3409,Other,6.36,Low
8349,Other,7.83,Low
11849,Female,9.73,Low
18475,Female,5.51,Low
2249,Other,5.96,Low
9474,Female,5.51,Low
8635,Other,4.22,Low
4135,Male,4.21,Low
15295,Male,5.02,Low
11069,Male,4.07,Low
23475,Male,8.45,Low
2555,Male,6.0,Low
19400,Other,8.56,Low
20974,Other,7.9,Low
20218,Other,7.92,Low
12012,Male,3.86,Low
22720,Female,4.74,Low
13085,Male,6.5,Low
9355,Male,7.75,Low
13450,Male,6.72,Low
10199,Female,2.94,Low
10420,Female,5.77,Low
11934,Other,10.14,Low
20127,Female,4.63,Low
2447,Other,4.29,Low
16148,Male,5.16,Low
4062,Male,7.22,Low
2113,Male,6.76,Low
12596,Male,4.64,Low
8866,Male,5.11,Low
16844,Male,7.14,Low
19456,Other,5.94,Low
19413,Male,8.17,Low
21202,Male,8.07,Low
19736,Other,12.78,Low
19742,Other,4.14,Low
22025,Female,5.25,Low
24386,Male,5.53,Low
13872,Female,9.47,Low
17289,Other,4.24,Low
24338,Other,5.66,Low
20569,Other,7.96,Low
14898,Male,9.23,Low
22523,Other,5.15,Low
19356,Other,7.23,Low
8333,Female,4.96,Low
6584,Other,4.86,Low
18835,Female,5.91,Low
21453,Other,5.51,Low
24741,Female,1.88,Low
15477,Female,9.09,Low
6264,Female,6.11,Low
8656,Other,10.21,Low
8029,Male,6.22,Low
10139,Other,6.38,Low
6079,Female,7.88,Low
6867,Male,4.01,Low
3894,Female,4.79,Low
13517,Female,7.86,Low
4248,Other,5.17,Low
11822,Other,4.36,Low
9396,Other,6.22,Low
2316,Male,3.86,Low
19683,Female,6.81,Low
7157,Other,11.4,Low
23095,Male,4.96,Low
1099,Female,4.9,Low
2603,Female,4.58,Low
17671,Male,8.17,Low
11487,Male,7.59,Low
2355,Other,6.44,Low
23887,Male,4.54,Low
4861,Other,10.22,Low
21206,Female,3.3,Low
9011,Male,7.84,Low
22633,Female,5.73,Low
24210,Male,5.58,Low
20916,Male,2.27,Low
10436,Female,6.15,Low
5676,Female,4.67,Low
17369,Male,6.92,Low
7385,Male,3.19,Low
22421,Female,9.92,Low
6481,Female,7.62,Low
17322,Male,4.75,Low
13378,Male,7.86,Low
23426,Male,3.75,Low
8815,Male,8.07,Low
17710,Female,3.76,Low
24990,Male,7.08,Low
22617,Female,6.72,Low
22974,Female,10.09,Low
6442,Female,6.68,Low
4965,Female,4.29,Low
15072,Other,3.75,Low
396,Other,5.44,Low
7089,Other,6.43,Low
15471,Other,4.58,Low
14678,Other,7.32,Low
6336,Male,8.34,Low
22054,Other,5.02,Low
3060,Female,5.26,Low
13421,Other,6.78,Low
14528,Female,9.48,Low
21348,Female,6.09,Low
20923,Other,8.28,Low
5998,Male,6.02,Low
21132,Female,6.3,Low
6648,Male,3.68,Low
4316,Female,3.29,Low
6473,Other,5.41,Low
17918,Female,5.15,Low
19687,Male,5.16,Low
14631,Other,5.64,Low
24469,Female,8.22,Low
22467,Other,6.33,Low
8418,Other,6.76,Low
1256,Male,7.17,Low
5576,Male,10.25,Low
13347,Other,4.63,Low
23112,Male,7.51,Low
21596,Male,6.46,Low
7550,Other,5.61,Low
3806,Male,7.28,Low
14530,Female,8.41,Low
6105,Other,9.24,Low
4205,Male,9.43,Low
18324,Other,4.1,Low
16969,Male,6.93,Low
18361,Female,8.59,Low
10722,Female,2.47,Low
21157,Other,6.55,Low
7120,Female,5.96,Low
246,Other,2.64,Low
16337,Male,5.8,Low
21400,Other,8.1,Low
10533,Other,4.96,Low
24172,Male,5.38,Low
13564,Female,7.09,Low
8905,Female,6.67,Low
20414,Other,6.35,Low
21528,Other,5.34,Low
3016,Male,8.12,Low
9926,Other,5.51,Low
18656,Female,6.64,Low
8766,Male,5.34,Low
8731,Female,7.31,Low
5640,Other,3.94,Low
5862,Other,6.84,Low
9396,Female,4.91,Low
17725,Female,2.63,Low
6258,Female,2.49,Low
16930,Other,6.3,Low
1776,Other,10.75,Low
19144,Male,9.77,Low
22691,Male,6.22,Low
24894,Female,5.7,Low
20091,Male,7.5,Low
2981,Female,8.6,Low
21577,Male,5.04,Low
16557,Other,8.25,Low
10181,Male,10.92,Low
4944,Female,8.97,Low
21856,Female,6.93,Low
11448,Female,4.37,Low
351,Male,7.7,Low
2327,Male,7.16,Low
9875,Male,7.0,Low
11497,Male,1.25,Low
4306,Other,5.43,Low
622,Male,6.15,Low
408,Other,6.86,Low
5550,Male,4.48,Low
163,Other,3.98,Low
16833,Female,8.05,Low
2672,Male,9.83,Low
7831,Male,0.95,Low
11420,Other,10.69,Low
21888,Other,7.82,Low
3326,Other,3.82,Low
24428,Male,5.36,Low
17678,Female,2.54,Low
21866,Other,1.81,Low
240,Male,10.23,Low
9436,Other,3.4,Low
11308,Other,7.61,Low
7864,Female,7.35,Low
1129,Male,3.01,Low
19719,Male,5.22,Low
9559,Female,8.05,Low
8421,Male,4.56,Low
22247,Male,6.85,Low
1120,Male,7.79,Low
10247,Male,7.03,Low
17027,Male,5.94,Low
2805,Male,9.06,Low
22527,Male,4.65,Low
18303,Male,5.12,Low
16636,Other,8.75,Low
9197,Female,10.12,Low
4014,Male,6.29,Low
23294,Male,7.42,Low
14654,Male,1.79,Low
1022,Female,9.16,Low
